,payment_id,payment_datetime,order_id,total_amount,payment_method,payment_status,billing_address,shipping_address,payment_channel,tax_amount
7008,7126.0,2019-01-28 09:48:12,28361,45000.0,Thẻ tín dụng,Chưa thanh toán,"1013/883, Võ Thị Sáu, Phường 5, Quận 1, Hải Phòng, Việt Nam","2756/26/91/153, Trương Đăng Quế, Phường 6, Thạch Thất, Bình Dương, Việt Nam",POS,3600.0
7009,7127.0,2022-12-07 01:20:03,99930,76640000.0,Thẻ tín dụng,Đang xử lý,"1227/62/80/152C, Nam Kỳ Khởi Nghĩa, Phường An Hòa, Thanh Oai, Điện Biên, Việt Nam","2990/43/139/148/8, Trần Quốc Thảo, Phường An Khánh, Mỹ Đức, Bà Rịa - Vũng Tàu, Việt Nam",Online,14561600.0
7010,7128.0,2022-10-22 14:15:56,30970,0.0,Thanh toán qua ví điện tử,Đang xử lý,"2526/97/173/120/258c, Lê Thị Hồng Gấm, Phường 12, Quận Tân Phú, Bà Rịa - Vũng Tàu, Việt Nam","1941/82/50, Hồ Văn Huê, Phường An Hòa, Đan Phượng, Hồ Chí Minh, Việt Nam",Redeemed Points,0.0
7011,7129.0,2021-06-23 05:44:25,89861,0.0,Thẻ tín dụng,Đã thanh toán,"2175/69/47, Đường Lê Văn D, Phường 1, Quận 7, Đà Nẵng, Việt Nam","1764/147, Trường Sa, Phường An Lạc, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Thẻ thành viên,0.0
7012,7130.0,2022-05-26 13:06:55,77606,178000.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"745/93/30X, Cô Bắc, Phường 12, Quận 6, Bà Rịa - Vũng Tàu, Việt Nam","2664/77/138, Cách Mạng Tháng Tám, Phường Bình Trưng Đông, Quận 7, Sơn La, Việt Nam",POS,0.0
7013,7131.0,,57053,0.0,Thẻ tín dụng,Đã thanh toán,"98/817, Vĩnh Viễn, Phường 8, Quận 10, Hải Phòng, Việt Nam","2256/40/125/10k, Trương Đăng Quế, Phường Bình Trưng Tây, Gia Lâm, Hà Nội, Việt Nam",Online,0.0
7014,7132.0,2022-01-23 05:40:51,41227,450000.0,Tiền mặt,Đang xử lý,"2889/58/200/172/322H, Nguyễn Công Trứ, Phường Linh Xuân, Quận 10, Hà Nội, Việt Nam","2723/30/104, Trần Quốc Thảo, Phường An Khánh, Quận 3, Hải Phòng, Việt Nam",Online,72000.0
7015,7133.0,2021-08-18 12:43:36,10314,0.0,Chuyển khoản ngân hàng,Đã hoàn tiền,"1582/3/110/207/373, Trần Quang Khải, Phường Linh Đông, Quận 9, Đà Nẵng, Việt Nam","233/256, Điện Biên Phủ, Phường An Phú, Ba Vì, Hà Nam, Việt Nam",POS,0.0
7016,7134.0,2020-04-30 04:18:38,47745,0.0,Thẻ ghi nợ,Đã thanh toán,"602/827, Võ Văn Kiệt, Phường 1, Quận 10, Ninh Thuận, Việt Nam","2025/90/11, Trần Hưng Đạo, Phường 1, Thanh Oai, Hà Nội, Việt Nam",Online,0.0
7017,7135.0,2022-05-04 12:26:01,12959,192000.0,Thanh toán qua cổng thanh toán trực tuyến,Đang xử lý,"1594/25/158/182/91, Nhiêu Tứ, Phường 8, Quận 4, Bình Phước, Việt Nam","2050/94/199/265/281, Nguyễn Văn Trỗi, Phường An Cư, Quận Phú Nhuận, Hưng Yên, Việt Nam",Online,36480.0
7018,7136.0,2020-04-25 17:58:24,10378,0.0,Thanh toán qua ví điện tử,Đang xử lý,"2624/994, Nhiêu Tứ, Phường 2, Quận 2, Hà Nội, Việt Nam","2556/68/178/46, Phố Trần Phú, Phường Linh Tây, Gia Lâm, Bến Tre, Việt Nam",Online,0.0
7019,7137.0,2021-02-15 23:22:37,93254,16495000.0,Chuyển khoản ngân hàng,Đã thanh toán,"1492/835, Cô Bắc, Phường Linh Tây, Mỹ Đức, Bình Dương, Việt Nam","1771/23/182D, Phố Trần Phú, Phường Bình Trưng Đông, Phúc Thọ, Hồ Chí Minh, Việt Nam",Online,824750.0
7020,7138.0,2016-07-28 15:13:06,99031,53181000.0,Thẻ tín dụng,Đã thanh toán,"1857/40/186/109/38, Đường Số 6, Phường Bình Trưng Tây, Quận 4, Hà Nội, Việt Nam","367/75/89/184/173, Hoàng Sa, Phường An Hòa, Nam Từ Liêm, Quảng Bình, Việt Nam",Online,4786290.0
7021,7139.0,2020-02-11 11:13:05,19022,35741000.0,Chuyển khoản ngân hàng,Đang xử lý,"1487/46/44/76/322, Bà Huyện Thanh Quan, Phường Linh Chiểu, Quận 9, Hồ Chí Minh, Việt Nam","2633/78/68/286/21, Huỳnh Thúc Kháng, Phường 3, Quốc Oai, Đà Nẵng, Việt Nam",Online,0.0
7022,7140.0,2022-03-02 03:50:15,96002,280000.0,Chuyển khoản ngân hàng,Hủy bỏ,"2317/66/182, Đường Số 10, Phường Linh Đông, Chương Mỹ, Bình Phước, Việt Nam","245/45/75, Nguyễn Đức Cảnh, Phường 11, Hoàn Kiếm, Đà Nẵng, Việt Nam",Thẻ thành viên,5600.0
7023,7141.0,2021-09-22 21:18:59,69750,1280000.0,Thẻ tín dụng,Đã thanh toán,"2893/61/107O, Hòa Hảo, Phường Linh Đông, Quận 7, Hồ Chí Minh, Việt Nam","1825/299, Trương Đăng Quế, Phường 8, Long Biên, Hồ Chí Minh, Việt Nam",POS,243200.0
7024,7142.0,2022-02-23 01:38:51,47884,132000.0,Thẻ ghi nợ,Đang xử lý,"516/80/40/44, Hồ Tùng Mậu, Phường Tam Phú, Hoài Đức, Hà Nội, Việt Nam","976/756, Đường Số 10, Phường Bình Trưng Đông, Gia Lâm, Bình Thuận, Việt Nam",Online,6600.0
7025,7143.0,2022-04-16 06:07:00,51125,50000.0,Thanh toán qua ví điện tử,Đang xử lý,"1768/78/56/163/47p, Trần Quang Diệu, Phường Bình Trưng Tây, Mỹ Đức, Đà Nẵng, Việt Nam","2669/68/116/41, Lê Văn Phan, Phường An Phú, Hà Đông, Kon Tum, Việt Nam",Online,8000.0
7026,7144.0,2022-02-22 07:08:08,48846,0.0,Thẻ ghi nợ,Hủy bỏ,"1724/58/31c, Trần Hưng Đạo, Phường Cát Lái, Thanh Oai, Nam Định, Việt Nam","2517/6/119/54, Võ Văn Kiệt, Phường An Lợi Đông, Long Biên, Quảng Ngãi, Việt Nam",POS,0.0
7027,7145.0,2022-09-13 14:31:48,61021,0.0,Chuyển khoản ngân hàng,Chưa thanh toán,"1956/43/165/227S, Đường Số 4, Phường An Lợi Đông, Quận Thủ Đức, Hà Nội, Việt Nam","1998/2/32/282/152h, Nhiêu Tứ, Phường An Khánh, Quận Bình Thạnh, Tây Ninh, Việt Nam",Redeemed Points,0.0
7028,7146.0,2016-12-23 17:43:28,41098,4500000.0,Thẻ tín dụng,Đang chờ xử lý,"2730/33/16N, Đường Số 8, Phường Bình Trưng Đông, Quận 9, Bình Định, Việt Nam","317/45/194/129, Cách Mạng Tháng Tám, Phường Bình Khánh, Quận 5, Hồ Chí Minh, Việt Nam",Online,90000.0
7029,7147.0,2022-01-04 23:18:37,94909,2565000.0,Chuyển khoản ngân hàng,Đang xử lý,"1106/50/38/263/286, Phố Lý Thường Kiệt, Phường Linh Tây, Hoàn Kiếm, Cần Thơ, Việt Nam","2475/93/58/147/25k, Đường Nguyễn Văn A, Phường 3, Hà Đông, Hà Nội, Việt Nam",Online,153900.0
7030,7148.0,2022-12-07 22:54:54,28290,60000000.0,Thẻ ghi nợ,Đang chờ xử lý,"1687/45/23, Trương Định, Phường 11, Quận 3, Hồ Chí Minh, Việt Nam","2288/91/96/299/245, Cô Giang, Phường Bình Trưng Tây, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Redeemed Points,600000.0
7031,7149.0,2022-03-14 02:20:12,18858,590000.0,Thẻ ghi nợ,Đang xử lý,"730/61/143/216, Nguyễn Đức Cảnh, Phường Linh Tây, Ba Đình, Khánh Hòa, Việt Nam","1351/290, Đường Số 10, Phường An Cư, Tây Hồ, Hải Dương, Việt Nam",Online,29500.0
7032,7150.0,2022-10-30 06:46:11,65616,0.0,Thẻ tín dụng,Hủy bỏ,"1715/740, Đường Số 9, Phường Thủ Thiêm, Quận Thủ Đức, Bình Phước, Việt Nam","1391/997, Cách Mạng Tháng Tám, Phường 12, Đống Đa, Hải Phòng, Việt Nam",POS,0.0
7033,7152.0,2020-10-18 09:03:15,96535,350030000.0,Thanh toán qua ví điện tử,Đang xử lý,"668/9/150/41/355i, Trần Hưng Đạo, Phường An Lợi Đông, Thanh Trì, Hồ Chí Minh, Việt Nam","2021/83/17, Hai Triều, Phường An Lợi Đông, Chương Mỹ, Hà Nội, Việt Nam",Thẻ thành viên,7000600.0
7034,7153.0,2020-10-18 09:17:15,94761,0.0,Thanh toán trả góp,Hủy bỏ,"1606/42/57/60/384, Nguyễn Văn A, Phường 3, Quận Thủ Đức, Hà Nam, Việt Nam","768/44/117/34C, Nguyễn Cư Trinh, Phường Linh Trung, Hoàn Kiếm, Quảng Ngãi, Việt Nam",POS,0.0
7035,7154.0,2022-04-15 21:48:18,44413,110000.0,Thẻ tín dụng,Đang xử lý,"169/60/106Z, Phố Nguyễn Thị B, Phường Tam Phú, Phúc Thọ, Long An, Việt Nam","1329/95/69D, Nam Kỳ Khởi Nghĩa, Phường 2, Đông Anh, Hải Phòng, Việt Nam",Online,18700.0
7036,7155.0,2015-04-01 00:06:34,52882,0.0,Thẻ tín dụng,Đã thanh toán,"1519/3/144/212z, Lê Thánh Tôn, Phường 12, Quận 3, Hồ Chí Minh, Việt Nam","1064/68/158r, Nam Kỳ Khởi Nghĩa, Phường An Khánh, Quận Thủ Đức, Hải Phòng, Việt Nam",Online,0.0
7037,7156.0,2020-08-29 01:11:18,38903,0.0,Chuyển khoản ngân hàng,Đang xử lý,"1874/30/129, Lê Duẩn, Phường Bình Khánh, Quận 12, Hà Nội, Việt Nam","818/683, Đinh Tiên Hoàng, Phường Tam Phú, Thanh Oai, Đà Nẵng, Việt Nam",Online,0.0
7038,7157.0,2022-09-11 21:47:14,31197,675000.0,Chuyển khoản ngân hàng,Thất bại,"1337/12/122/260/92J, Lý Tự Trọng, Phường Linh Xuân, Thanh Oai, Đà Nẵng, Việt Nam","305/97/25, Đường Võ Văn C, Phường Bình Trưng Đông, Quốc Oai, Cần Thơ, Việt Nam",Online,20250.0
7039,7158.0,2021-03-29 16:44:36,35412,4000000.0,Chuyển khoản ngân hàng,Đã thanh toán,"2334/99/115/272/252e, Đường Số 4, Phường An Cư, Chương Mỹ, Hà Nội, Việt Nam","1380/100/21/181/395z, Lê Quý Đôn, Phường 6, Nam Từ Liêm, Cần Thơ, Việt Nam",Online,760000.0
7040,7159.0,2021-03-29 16:56:36,62302,0.0,Thanh toán qua ví điện tử,Hủy bỏ,"1307/34/178, Võ Văn Kiệt, Phường 12, Cầu Giấy, Tiền Giang, Việt Nam","1317/724, Hai Triều, Phường 6, Chương Mỹ, Hồ Chí Minh, Việt Nam",Online,0.0
7041,7160.0,2021-03-29 16:59:36,96561,0.0,Tiền mặt,Đã thanh toán,"2225/14/114/110/77q, Phố Nguyễn Thị B, Phường Bình Trưng Đông, Thạch Thất, Hà Nội, Việt Nam","128/83/173/207/132, Nguyễn Bá Huân, Phường Bình Trưng Tây, Quận Tân Bình, Phú Thọ, Việt Nam",Online,0.0
7042,7161.0,2018-02-09 11:55:55,52914,60000.0,Thẻ tín dụng,Thất bại,"1129/48/38/287/193o, Võ Duy Ninh, Phường 1, Quận 6, Hồ Chí Minh, Việt Nam","367/59/37/241, Đặng Tất, Phường Tam Bình, Quận 9, Hồ Chí Minh, Việt Nam",Online,4200.0
7043,7162.0,2022-07-25 09:12:56,89262,48000.0,Thẻ tín dụng,Đang chờ xử lý,"756/34/16, Bùi Thị Xuân, Phường Cát Lái, Quận 6, Bình Phước, Việt Nam","1822/57/60/73/127u, Vĩnh Viễn, Phường 11, Bắc Từ Liêm, Hà Nội, Việt Nam",Online,8160.000000000001
7044,7163.0,2018-06-26 08:33:56,70937,234000.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"2383/644, Điện Biên Phủ, Phường 6, Quận 8, Đà Nẵng, Việt Nam","2983/49/112/239/218, Trương Định, Phường Bình Khánh, Quận Gò Vấp, Hà Nội, Việt Nam",Online,30420.0
7045,7164.0,,25887,0.0,Thẻ tín dụng,Hủy bỏ,"496/67/144, Tô Hiến Thành, Phường An Khánh, Gia Lâm, Quảng Trị, Việt Nam","1796/391, Hòa Hảo, Phường An Phú, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",POS,0.0
7046,7165.0,2019-06-13 18:12:02,31866,90000.0,Thẻ ghi nợ,Đang chờ xử lý,"68/31/155/228O, Huỳnh Thúc Kháng, Phường Bình Khánh, Quốc Oai, Bình Định, Việt Nam","1407/838, Lê Lai, Phường Linh Trung, Phúc Thọ, Hồ Chí Minh, Việt Nam",Online,8100.0
7047,7166.0,2022-12-08 01:04:56,93713,30789000.0,Thẻ tín dụng,Hủy bỏ,"1390/250, Trương Định, Phường Bình Khánh, Phúc Thọ, Hải Phòng, Việt Nam","1679/14/99/47, Cống Quỳnh, Phường An Phú Đông, Quận 3, Hà Nội, Việt Nam",Online,1847340.0
7048,7167.0,2020-06-03 02:14:32,34647,0.0,Thẻ tín dụng,Đã thanh toán,"658/74/117/24/27, Hoàng Văn Thụ, Phường 2, Thanh Xuân, Thừa Thiên Huế, Việt Nam","1228/11/81/229P, Nguyễn Văn Giai, Phường 2, Mỹ Đức, Bắc Kạn, Việt Nam",Thẻ thành viên,0.0
7049,7168.0,2018-08-13 07:16:10,56035,2370000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"897/31/109, Trần Hưng Đạo, Phường An Khánh, Quận 12, Bình Dương, Việt Nam","1224/51/66/245/197, Võ Thị Sáu, Phường 8, Quận 12, Bình Phước, Việt Nam",Redeemed Points,426600.0
7050,7169.0,2020-10-23 13:19:31,38575,31069000.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"229/763, Đinh Tiên Hoàng, Phường Bình Trưng Đông, Phúc Thọ, Hà Nội, Việt Nam","1606/42/57/60/384, Nguyễn Văn A, Phường 3, Quận Thủ Đức, Hà Nam, Việt Nam",Thẻ thành viên,2796210.0
7051,7170.0,2021-03-26 11:26:42,83330,245000.0,Thẻ tín dụng,Đang xử lý,"1651/77/39/118C, Lê Lai, Phường Linh Chiểu, Sóc Sơn, Bình Phước, Việt Nam","1675/62/188/63/161, Đinh Tiên Hoàng, Phường Bình Trưng Đông, Quận 8, Quảng Trị, Việt Nam",POS,34300.0
7052,7171.0,2021-02-01 07:17:19,32212,90000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"2397/81/198/230, Đường Số 10, Phường Linh Tây, Thanh Trì, Hồ Chí Minh, Việt Nam","1798/68/30/137/155, Trương Quyền, Phường 5, Quốc Oai, Hồ Chí Minh, Việt Nam",Online,5400.0
7053,7172.0,2022-04-21 13:10:30,26791,242901000.0,Thẻ tín dụng,Đang xử lý,"403/22/131D, Điện Biên Phủ, Phường 5, Thạch Thất, Hà Nội, Việt Nam","2210/13/37/277/65, Điện Biên Phủ, Phường 8, Quốc Oai, Bà Rịa - Vũng Tàu, Việt Nam",Thẻ thành viên,12145050.0
7054,7173.0,2022-04-28 08:05:26,14850,0.0,Thẻ tín dụng,Đang chờ xử lý,"2381/81/85t, Nguyễn Đức Cảnh, Phường 12, Thanh Oai, Bình Dương, Việt Nam","1014/97/67, Lê Thị Riêng, Phường 3, Thanh Xuân, Đà Nẵng, Việt Nam",Online,0.0
7055,7174.0,2013-05-04 16:38:19,39452,80000.0,Chuyển khoản ngân hàng,Đang xử lý,"2674/34/15/113/179K, Cách Mạng Tháng Tám, Phường 5, Quận 2, Vĩnh Phúc, Việt Nam","975/79/32/110G, Huỳnh Thúc Kháng, Phường 3, Mỹ Đức, Bình Dương, Việt Nam",POS,800.0
7056,7175.0,2022-09-24 02:37:44,31263,2950000.0,Thanh toán qua ví điện tử,Chưa thanh toán,"486/60/178/296/3L, Đường Hùng Vương, Phường 12, Long Biên, Đà Nẵng, Việt Nam","1338/33/53l, Bà Huyện Thanh Quan, Phường Bình Trưng Tây, Đan Phượng, Hải Phòng, Việt Nam",Redeemed Points,118000.0
7057,7176.0,2021-12-17 02:12:30,91901,6297000.0,Chuyển khoản ngân hàng,Đang xử lý,"1785/29/120/14M, Bùi Thị Xuân, Phường An Khánh, Hoàng Mai, Thừa Thiên Huế, Việt Nam","2875/58/192/144/343S, Bùi Thị Xuân, Phường 11, Quận 10, Hồ Chí Minh, Việt Nam",Online,503760.0
7058,7177.0,2020-08-12 22:49:51,91499,89900000.0,Thanh toán qua ví điện tử,Đang xử lý,"15/17/159/211/162F, Phố Lý Thường Kiệt, Phường 6, Quận 11, Bà Rịa - Vũng Tàu, Việt Nam","813/29/34, Nguyễn Cư Trinh, Phường 7, Ba Đình, Cần Thơ, Việt Nam",POS,3596000.0
7059,7178.0,2022-08-04 08:17:34,64995,0.0,Thanh toán qua ví điện tử,Hủy bỏ,"1704/94/170/275/192, Phan Văn Hân, Phường 11, Quận 7, Hà Nội, Việt Nam","90/113, Đường Lê Văn D, Phường Thảo Điền, Quận Phú Nhuận, Hồ Chí Minh, Việt Nam",Thẻ thành viên,0.0
7060,7179.0,2021-12-11 00:11:08,10068,81980000.0,Chuyển khoản ngân hàng,Đang xử lý,"978/69/109/259/19b, Lê Thị Hồng Gấm, Phường 7, Long Biên, Bình Dương, Việt Nam","2647/35/5, Điện Biên Phủ, Phường 2, Cầu Giấy, Bình Phước, Việt Nam",Online,7378200.0
7061,7180.0,2021-12-11 00:15:08,94791,0.0,Thanh toán qua ví điện tử,Chưa thanh toán,"1531/400, Trần Quang Khải, Phường An Lợi Đông, Quận 8, Hà Nam, Việt Nam","410/9/169, Đường Hoàng Diệu, Phường Bình Trưng Đông, Phúc Thọ, Hà Nội, Việt Nam",Online,0.0
7062,7181.0,2021-12-11 00:13:08,62791,329000.0,Thẻ tín dụng,Đang xử lý,"2817/82/33/67/179l, Huỳnh Thúc Kháng, Phường Linh Trung, Đan Phượng, Hồ Chí Minh, Việt Nam","1586/30/191/225A, Lê Thị Riêng, Phường 12, Mỹ Đức, Hồ Chí Minh, Việt Nam",Redeemed Points,23030.000000000004
7063,7182.0,2021-12-11 00:12:08,26806,190000.0,Thanh toán qua ví điện tử,Đã thanh toán,"176/92/92/167, Lê Thị Riêng, Phường An Lạc, Đông Anh, Đà Nẵng, Việt Nam","2367/28/196/163, Đường Lê Văn D, Phường 6, Hoàng Mai, Hà Nội, Việt Nam",Thẻ thành viên,30400.0
7064,7183.0,2022-12-07 00:28:21,44849,101940000.0,Chuyển khoản ngân hàng,Hủy bỏ,"1633/54/76, Cách Mạng Tháng Tám, Phường Tam Bình, Quận 3, Thừa Thiên Huế, Việt Nam","511/33/21, Trương Định, Phường 10, Hà Đông, Hồ Chí Minh, Việt Nam",POS,5097000.0
7065,7185.0,2022-12-12 17:17:43,40213,2084000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"2294/602, Đường Số 5, Phường 9, Sơn Tây, Thanh Hóa, Việt Nam","2512/33/149/95x, Nguyễn Huệ, Phường Linh Xuân, Ba Đình, Hải Phòng, Việt Nam",POS,0.0
7066,7186.0,2022-05-11 04:46:01,18377,112000000.0,Chuyển khoản ngân hàng,Đang xử lý,"2648/2/174/40s, Phố Lý Thường Kiệt, Phường Thảo Điền, Quận 11, Đắk Nông, Việt Nam","142/27/140/62I, Võ Duy Ninh, Phường Bình Trưng Tây, Quận Tân Phú, Nam Định, Việt Nam",Online,3360000.0
7067,7187.0,2022-12-23 09:05:39,47461,0.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"1375/627, Lê Văn Phan, Phường 10, Quận Tân Phú, Bình Phước, Việt Nam","1473/43/181, Cô Bắc, Phường Trường Thọ, Gia Lâm, Hồ Chí Minh, Việt Nam",Online,0.0
7068,7188.0,2022-12-30 22:22:54,47699,0.0,Tiền mặt,Chưa thanh toán,"844/45/107/122/264, Phan Đăng Lưu, Phường 7, Bắc Từ Liêm, Hà Nội, Việt Nam","555/79/20/71/350, Võ Thị Sáu, Phường Bình Trưng Tây, Gia Lâm, Bình Phước, Việt Nam",POS,0.0
7069,7189.0,2018-11-04 04:10:02,49362,28983000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"2866/15/32/205/36A, Đường Hùng Vương, Phường 8, Hai Bà Trưng, Đồng Nai, Việt Nam","1188/9/117/58/43T, Huỳnh Thúc Kháng, Phường Tam Phú, Quận Thủ Đức, Cần Thơ, Việt Nam",Online,4057620.0000000005
7070,7190.0,2022-12-09 06:34:40,30376,36094000.0,Thẻ tín dụng,Đang xử lý,"1203/222, Nguyễn Du, Phường Cát Lái, Quận 9, Đà Nẵng, Việt Nam","1740/98/127/14, Hoàng Văn Thụ, Phường Bình Khánh, Quận 2, Bình Dương, Việt Nam",Online,5414100.0
7071,7191.0,2021-05-18 06:27:25,32512,60000.0,Tiền mặt,Đang chờ xử lý,"511/15/93/143/12, Đường Hoàng Diệu, Phường Linh Xuân, Đan Phượng, Bình Dương, Việt Nam","1828/252, Bà Huyện Thanh Quan, Phường An Hòa, Tây Hồ, Bình Phước, Việt Nam",Online,6600.0
7072,7192.0,2022-12-17 10:04:30,73040,24493000.0,Thanh toán qua cổng thanh toán trực tuyến,Đang xử lý,"354/81/97/180C, Trương Định, Phường Bình Trưng Đông, Phú Thọ, Hà Nội, Việt Nam","2943/65/5/218/176y, Đường Số 2, Phường An Lạc, Đống Đa, Hà Nội, Việt Nam",POS,2694230.0
7073,7193.0,2022-12-17 10:07:30,18933,72787000.0,Chuyển khoản ngân hàng,Chưa thanh toán,"2482/965, Ngô Đức Kế, Phường An Lạc, Sơn Tây, Hà Nội, Việt Nam","1941/82/50, Hồ Văn Huê, Phường An Hòa, Đan Phượng, Hồ Chí Minh, Việt Nam",Online,11645920.0
7074,7195.0,2022-12-17 10:18:30,18276,8990000.0,Chuyển khoản ngân hàng,Đã thanh toán,"1183/30/130/18, Bùi Hữu Nghĩa, Phường Tam Bình, Thanh Oai, Hà Nội, Việt Nam","1789/90/88s, Lê Quý Đôn, Phường 4, Hai Bà Trưng, Tuyên Quang, Việt Nam",Online,1078800.0
7075,7196.0,2020-05-16 18:49:30,49011,0.0,Chuyển khoản ngân hàng,Đang xử lý,"1171/56/174F, Đường Hoàng Diệu, Phường 8, Quận 1, Ninh Bình, Việt Nam","1136/46/186/213K, Đường Số 7, Phường 9, Mỹ Đức, Quảng Nam, Việt Nam",Redeemed Points,0.0
7076,7197.0,2022-11-16 10:36:09,92696,0.0,Thẻ ghi nợ,Đang xử lý,"1982/100/85/28/175t, Nguyễn Thị Minh Khai, Phường Linh Chiểu, Sơn Tây, Sơn La, Việt Nam","244/429, Trần Hưng Đạo, Phường Bình Trưng Đông, Cầu Giấy, Hà Nội, Việt Nam",Thẻ thành viên,0.0
7077,7198.0,2020-11-24 14:58:43,57415,363870000.0,Thẻ tín dụng,Đang chờ xử lý,"2969/10/174/47, Hai Triều, Phường 4, Quận 5, Đà Nẵng, Việt Nam","235/58/69, Hai Bà Trưng, Phường Bình Trưng Tây, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam",Online,7277400.0
7078,7199.0,2022-02-10 17:42:34,22024,0.0,Thanh toán qua ví điện tử,Đã thanh toán,"1285/10/124H, Đường Số 4, Phường 4, Thanh Xuân, Bình Phước, Việt Nam","1694/23/153/104V, Cô Giang, Phường Tam Phú, Chương Mỹ, Hồ Chí Minh, Việt Nam",Online,0.0
7079,7200.0,2014-01-21 09:35:29,94933,4497000.0,Thẻ tín dụng,Đang xử lý,"871/9/131, Hồ Văn Huê, Phường An Hòa, Sóc Sơn, Hà Nội, Việt Nam","133/14/177/184L, Đường Bạch Đằng, Phường An Hòa, Quận 12, Hồ Chí Minh, Việt Nam",Thẻ thành viên,449700.0
7080,7201.0,2020-03-09 17:23:08,30358,1180000.0,Thẻ tín dụng,Đang xử lý,"1680/62/190/50, Lê Quý Đôn, Phường 6, Bắc Từ Liêm, Hà Nội, Việt Nam","2591/48/198l, Đường Số 5, Phường Linh Tây, Quận 5, Phú Thọ, Việt Nam",Thẻ thành viên,129800.0
7081,7202.0,2020-03-09 17:22:08,12640,90000.0,Thẻ tín dụng,Thất bại,"776/531, Điện Biên Phủ, Phường 10, Quận 5, Bình Dương, Việt Nam","2473/29/93/295/302, Hòa Hảo, Phường Bình Trưng Tây, Ba Vì, Cần Thơ, Việt Nam",Online,17100.0
7082,7203.0,2020-03-09 17:22:08,82772,0.0,Chuyển khoản ngân hàng,Hủy bỏ,"870/31/124/68/230, Vĩnh Viễn, Phường Tam Phú, Quận 9, Hà Nội, Việt Nam","1698/45/125d, Lý Văn Phức, Phường Bình An, Quận Phú Nhuận, Hà Nội, Việt Nam",Redeemed Points,0.0
7083,7204.0,2020-03-09 17:17:08,84568,42483000.0,Thẻ tín dụng,Đang xử lý,"1401/426, Nguyễn Bá Huân, Phường Trường Thọ, Gia Lâm, Bà Rịa - Vũng Tàu, Việt Nam","1249/69/164, Đường Số 7, Phường 4, Gia Lâm, Hà Nội, Việt Nam",Redeemed Points,1274490.0
7084,7205.0,2020-02-21 21:51:29,32865,13733000.0,Thanh toán qua cổng thanh toán trực tuyến,Đã thanh toán,"2224/32/183/29/155, Lê Văn Phan, Phường Bình Trưng Tây, Cầu Giấy, Hà Nam, Việt Nam","1860/204, Cách Mạng Tháng Tám, Phường Linh Chiểu, Quận 10, Đà Nẵng, Việt Nam",POS,549320.0
7085,7206.0,2022-01-14 05:45:08,92760,6067000.0,Thanh toán qua ví điện tử,Đã hoàn tiền,"1863/68/81/190, Trần Huy Liệu, Phường 6, Quận 4, Cần Thơ, Việt Nam","1031/49/57/164/265, Hoàng Sa, Phường Bình Khánh, Quận 3, Bình Dương, Việt Nam",Online,1092060.0
7086,7207.0,2018-10-10 18:25:22,27837,48000.0,Chuyển khoản ngân hàng,Đang xử lý,"1457/410, Huỳnh Thúc Kháng, Phường 3, Thanh Trì, Hà Nội, Việt Nam","2755/72/111/66/379K, Võ Văn Kiệt, Phường Linh Trung, Quận 9, Bà Rịa - Vũng Tàu, Việt Nam",POS,2880.0
7087,7208.0,2022-09-29 10:42:35,28843,0.0,Thẻ tín dụng,Đã thanh toán,"2804/12/174, Võ Thị Sáu, Phường Tam Phú, Quận Bình Thạnh, Đà Nẵng, Việt Nam","205/53/168/256/236, Đường Số 1, Phường An Phú Đông, Ba Đình, Bà Rịa - Vũng Tàu, Việt Nam",Thẻ thành viên,0.0
7088,7209.0,2020-10-07 11:35:53,95047,30000.0,Thẻ tín dụng,Đang chờ xử lý,"853/391, Đường Nguyễn Văn A, Phường Linh Trung, Quận 11, Bình Thuận, Việt Nam","2278/32/46/18/112, Trần Hưng Đạo, Phường Bình Trưng Tây, Quận 6, Long An, Việt Nam",POS,1800.0
7089,7210.0,2022-03-20 11:53:39,18279,3299000.0,Thanh toán qua ví điện tử,Đang xử lý,"1829/467, Đường Số 6, Phường Linh Tây, Quận 6, Hà Nội, Việt Nam","983/72/139/49/208o, Đường Lê Văn D, Phường Trường Thọ, Quận 11, Bạc Liêu, Việt Nam",Online,230930.00000000003
7090,7211.0,2018-12-07 00:17:35,54025,0.0,Tiền mặt,Hủy bỏ,"1842/32/49/272/282, Lê Văn Sỹ, Phường Linh Trung, Ba Vì, Hải Phòng, Việt Nam","1754/19/126/124, Nguyễn Công Trứ, Phường Bình Trưng Tây, Quận 5, Hải Phòng, Việt Nam",Online,0.0
