,customer_id,property_type,property_value,property_address,purchase_date,mortgage_status,mortgage_lender,mortgage_amount
364,2831,Căn hộ,4491593029.670223,"468 Smith Circle Apt. 249
New Lisa, FM 03196",2023-02-10,Đang vay,ABC Bank,1428407969.2930586
365,2436,Nhà ở,2541218867.0237794,"77764 Stephanie Curve Suite 177
Sonyaborough, FL 68546",2021-04-12,Đã trả hết,MNO Finance,1881479672.582692
366,2408,Nhà ở,2243878775.7756634,"23813 Frederick Locks Apt. 834
Kellyfurt, OR 21162",2021-06-28,Không vay,MNO Finance,1507516840.4989595
367,2311,Biệt thự,1909157442.4613793,"73485 Michele Oval Apt. 302
Lake Latasha, ID 10901",2021-12-29,Đã trả hết,XYZ Credit,290608877.9104214
368,2185,Biệt thự,1190002575.9959583,"3664 Joshua Garden Apt. 075
New Brandi, TX 05562",2020-02-03,Chưa vay,ABC Bank,1118662314.1565685
369,2324,Biệt thự,4781689063.056175,"8058 Underwood Wells Apt. 821
East Sarah, WI 98462",2018-09-07,Đã trả hết,MNO Finance,1168491022.4776852
370,2819,Biệt thự,1954769668.5786963,"9868 Tucker Mount
Sherriview, WV 76162",2021-05-29,Không vay,XYZ Credit,415557874.4258267
371,2550,Căn hộ,4364824426.73442,"7203 Ryan Squares Suite 129
Josephbury, AS 41468",2018-10-21,Đang vay,ABC Bank,1583196282.4597304
372,2928,Nhà ở,1977265655.1664762,"4415 Mcguire Cove
Lake Cody, IL 09735",2020-07-24,Chưa vay,MNO Finance,783086411.5579004
373,2615,Biệt thự,1440985936.969493,"0783 Mendoza Crossing
Lake Christopherfort, GU 69138",2023-06-21,Đã trả hết,XYZ Credit,695722701.0662566
374,2716,Biệt thự,3514201406.25097,"537 King Ferry
Lunamouth, IL 72700",2020-07-27,Đang vay,ABC Bank,838525806.6469009
375,2924,Đất nền,3219012972.164011,"6723 Ray Radial
East Damonborough, AR 44172",2021-10-02,Đang vay,XYZ Credit,225174405.15351743
376,2627,Đất nền,2231112222.4996347,"65072 Dakota Isle
West Rebecca, MT 57596",2022-11-22,Đã trả hết,ABC Bank,924528484.1024511
377,2828,Đất nền,919614796.6281388,"996 Holt Key Suite 676
East Daniel, NV 42048",2020-03-25,Không vay,XYZ Credit,311661424.59114397
378,2810,Căn hộ,3890604600.545241,"243 Lisa Radial
Lake Luis, IN 42031",2020-08-01,Đang vay,PQR Mortgage,930311624.8439115
379,2556,Đất nền,4739933078.886439,"49899 Julie Highway
New Toddland, NJ 81477",2022-12-31,Đang vay,XYZ Credit,400929678.32843435
380,2994,Căn hộ,4838686718.471467,"5761 Denise Islands
Keithstad, WY 44305",2019-12-03,Đang vay,ABC Bank,939843626.4053427
381,2535,Căn hộ,2440798000.261902,"26592 Nguyen Road Suite 892
Holtfort, DE 13805",2020-12-01,Đã trả hết,MNO Finance,1229866952.8996012
382,2022,Đất nền,4006260207.1738234,"5839 Peters Circle Apt. 841
North Logan, NC 64825",2019-04-14,Đang vay,XYZ Credit,1416766576.0532436
383,2607,Biệt thự,654187419.6511123,"9154 Greene Track Suite 133
Wadeside, VI 18970",2023-03-25,Chưa vay,XYZ Credit,1112493298.8798645
384,2579,Căn hộ,1440677971.5591378,"9903 Cunningham Meadow
South Daniel, ME 06955",2018-08-08,Đang vay,MNO Finance,1797920746.4046993
385,2357,Nhà ở,2226348326.6404924,"7851 Perkins Mount Apt. 570
New Melaniehaven, MA 41859",2020-10-16,Chưa vay,PQR Mortgage,1785726076.9182446
386,2737,Căn hộ,1427619782.0999544,"272 Gray Estates Apt. 516
South Kathleenborough, ND 49201",2020-06-21,Chưa vay,MNO Finance,180099793.57753307
387,2840,Căn hộ,823447008.3399241,"93821 Curtis Highway
East Jean, ID 38676",2018-09-16,Chưa vay,ABC Bank,1747381825.4510653
388,2340,Nhà ở,2504233000.679572,"6912 Laura Fall Suite 338
North Richard, IN 19130",2022-01-18,Không vay,MNO Finance,371162469.08331174
389,2381,Đất nền,4695727518.780552,"2889 Brown Hill Apt. 784
Benjaminside, NH 84305",2020-04-01,Không vay,PQR Mortgage,928777627.6416243
390,2989,Căn hộ,1380375231.0113187,"985 Sean Light Suite 295
Davidbury, MN 51916",2020-07-25,Đang vay,XYZ Credit,555924396.5119894
391,2247,Biệt thự,2555424705.3730865,"28457 Frank Gardens Apt. 020
South Bernard, FM 06508",2021-10-05,Không vay,ABC Bank,202962790.6337444
392,2835,Nhà ở,699451960.1451893,"8539 Miller Forest Suite 886
Aaronland, MH 92022",2021-06-17,Đã trả hết,PQR Mortgage,352306588.2444017
393,2242,Đất nền,4575950211.780405,"7568 Ramirez Forest
Erintown, SD 92951",2019-09-12,Đã trả hết,ABC Bank,1061999271.5380973
394,2133,Đất nền,3131314369.0697513,"956 Christopher Avenue Apt. 800
Connieview, AZ 93412",2019-09-15,Đã trả hết,ABC Bank,1698264514.1897953
395,2252,Nhà ở,2465390498.0330853,"Unit 7103 Box 2240
DPO AE 46818",2022-11-06,Đang vay,ABC Bank,794305134.1686206
396,2155,Đất nền,611391385.0906665,"13171 Wolfe Rapids
Reynoldsshire, UT 91372",2018-09-08,Chưa vay,PQR Mortgage,227559948.1567664
397,2816,Biệt thự,913354375.318038,"391 Johnson Road Apt. 637
Burnsville, GA 55744",2022-06-28,Chưa vay,XYZ Credit,1123499504.5608602
398,2691,Biệt thự,3394249794.7001076,"USCGC Fernandez
FPO AP 15619",2020-05-24,Không vay,XYZ Credit,1832462207.9423406
399,2536,Biệt thự,2649158691.960492,"PSC 3371, Box 5805
APO AA 34955",2020-03-31,Đã trả hết,PQR Mortgage,321898503.0634692
400,2216,Đất nền,969604040.9266162,"89554 Donna Shores
Wilsonfort, MI 92610",2021-05-02,Đã trả hết,ABC Bank,1777742582.723732
401,2201,Nhà ở,3603411238.2226186,"2303 Joel Squares
Michaelshire, AS 80022",2020-05-31,Chưa vay,ABC Bank,1073502011.0047843
402,2934,Căn hộ,911572410.7859898,"23607 Eddie Rest Apt. 063
New Elizabethberg, MD 74391",2021-05-07,Không vay,ABC Bank,1189602441.4534416
403,2574,Đất nền,2264160806.8799815,"0126 Rowe Way
Sharphaven, NC 46098",2023-06-26,Chưa vay,ABC Bank,625856393.7764399
404,2636,Biệt thự,2470489252.2469363,"8083 Montgomery Lights Suite 971
East Curtis, DC 04245",2021-02-13,Đã trả hết,MNO Finance,1571535116.769305
405,2972,Biệt thự,2487349829.8456454,"3316 Ashley Cliffs
East Paulfort, WV 25580",2020-02-19,Chưa vay,MNO Finance,1075989220.516705
406,2764,Biệt thự,2549946511.7653265,"97368 Paul Center
New Geraldport, GU 32660",2023-06-13,Đang vay,MNO Finance,1068935656.1722232
407,2675,Biệt thự,3918910576.78839,"049 Finley Forges Suite 698
New Justin, PA 86987",2022-09-25,Không vay,PQR Mortgage,1007068301.2069966
408,2646,Căn hộ,1878627405.1441562,"97594 Cruz Hollow Suite 460
Torreshaven, LA 82156",2019-07-21,Chưa vay,XYZ Credit,1037761666.239555
409,2842,Nhà ở,4221652560.8170238,"182 Elizabeth Parkway
Mariahmouth, IN 46128",2023-04-04,Đã trả hết,MNO Finance,1600162013.3965678
410,2555,Đất nền,1123423062.121439,"96954 Trevino Hill Suite 337
South Frank, GU 91876",2021-09-20,Đang vay,PQR Mortgage,1716730303.8550339
411,2457,Biệt thự,3783383336.393515,"00853 Black Circle Suite 703
Rhondashire, FL 98896",2018-08-24,Đã trả hết,MNO Finance,337742971.2629924
412,3000,Nhà ở,2919800735.315393,"58058 Nelson Inlet Apt. 653
South Ashley, MD 06124",2022-04-26,Đã trả hết,ABC Bank,1591531341.357063
413,2291,Nhà ở,3409672518.7938666,"93941 Thomas Points
North Victoria, WI 46579",2021-02-05,Chưa vay,PQR Mortgage,312882877.78176534
414,2702,Đất nền,3224503783.799088,"08532 Coleman Stravenue
Pattersonberg, AS 94476",2021-05-13,Không vay,ABC Bank,1260904355.6964018
415,2543,Đất nền,3150607089.936785,"3536 Anderson Inlet
Lake Willie, FM 50877",2018-08-07,Chưa vay,XYZ Credit,422269676.66698164
416,2632,Nhà ở,4128575572.313326,"PSC 6362, Box 9003
APO AA 15698",2018-11-04,Chưa vay,MNO Finance,1530683360.9255304
417,2206,Căn hộ,2899896328.7161403,"269 Bryant Ridge
Port Angela, FM 50138",2019-12-30,Đang vay,XYZ Credit,270375234.31362915
418,2362,Biệt thự,1700690919.647885,"3932 Martinez Spur Apt. 093
Tanyaberg, SD 32990",2018-09-27,Đang vay,MNO Finance,1197712365.1160383
419,2255,Nhà ở,4352408145.979391,"793 Jackson Motorway Apt. 144
North Emily, MP 56286",2021-09-22,Đã trả hết,ABC Bank,1872884988.666735
420,2023,Biệt thự,3249133481.40504,"USCGC Guzman
FPO AP 13268",2022-04-07,Đã trả hết,PQR Mortgage,901635537.5154483
421,2861,Nhà ở,1333679485.816772,"873 Rodriguez Ports Suite 366
Alexandriaburgh, MN 09209",2023-02-21,Chưa vay,PQR Mortgage,1911395178.833946
422,2425,Đất nền,4733289864.639893,"09648 Michelle Expressway
Fergusonberg, CO 15975",2020-04-13,Đang vay,XYZ Credit,1599453404.7647002
423,2235,Nhà ở,2144911351.066308,"4831 Obrien Shoals
Sarahton, MA 26871",2020-08-14,Không vay,MNO Finance,1646900542.9261672
424,2225,Đất nền,1197454699.1974,"Unit 8392 Box 5703
DPO AE 26197",2021-05-07,Không vay,ABC Bank,1007442148.7820488
425,2750,Nhà ở,2624751645.3626494,"74184 Berry Flat
East Anna, PW 03296",2021-07-18,Đã trả hết,MNO Finance,1992553606.3124027
426,2920,Căn hộ,4092000067.9613085,"8817 Hayes Burg Suite 719
South Kellyport, GA 79515",2021-06-12,Không vay,ABC Bank,1596261211.1830187
427,2392,Biệt thự,2908850169.8710127,"7170 Jeffrey Ports
Shannonview, IA 42394",2021-03-04,Chưa vay,XYZ Credit,540048735.0567864
428,2506,Nhà ở,4487571957.202007,"0541 Richard Forges
Carlsonside, NC 33621",2019-05-11,Không vay,XYZ Credit,1080440368.7604144
429,2101,Căn hộ,1591185642.1273556,"9912 Hinton Mountains Suite 294
West Rachel, NY 23690",2021-02-27,Chưa vay,XYZ Credit,1043288738.1399205
430,2724,Biệt thự,2301481530.0062184,"187 Vargas Glens
Graymouth, NM 64886",2020-02-22,Không vay,ABC Bank,1288794581.284029
431,2969,Căn hộ,2415963192.0785913,"1940 Harris Crest Apt. 323
Port Philipbury, AL 74842",2019-03-10,Chưa vay,MNO Finance,838405889.8008204
432,2441,Nhà ở,1407049314.6178465,"98116 Yates Mews
Leeborough, NE 53157",2021-09-20,Đã trả hết,PQR Mortgage,1231307595.2405455
433,2271,Nhà ở,1966233741.6543546,"651 Gregory Mission Suite 017
Charlesland, NY 95816",2020-01-26,Đang vay,MNO Finance,1892499298.4325464
434,2924,Nhà ở,3026864006.9266763,"08702 Heather Rapids
Kathleenburgh, AK 37766",2023-04-03,Chưa vay,MNO Finance,962942715.7591639
435,2769,Nhà ở,1778409955.0953393,"6218 Parsons Springs
Torresview, CA 30149",2021-12-06,Chưa vay,PQR Mortgage,1439934772.586222
436,2390,Nhà ở,2655214340.405218,"83126 Rodney Burgs
Port Kathyberg, RI 98963",2023-03-10,Đang vay,PQR Mortgage,1034730799.6676114
437,2862,Căn hộ,2792255890.5679283,"00793 Garcia Walk
Lake James, RI 64385",2020-04-13,Không vay,ABC Bank,880033878.5452118
438,2087,Căn hộ,3527399962.2353563,"786 Hayden Courts Apt. 513
North Tammy, OR 82945",2021-01-17,Không vay,ABC Bank,657845431.2719736
439,2041,Đất nền,3962357269.160405,"2041 Jerry Village
Ashleyview, GA 80819",2021-07-30,Chưa vay,ABC Bank,1672766005.8897493
440,2599,Đất nền,2094952098.171944,"47025 Mary Plains Suite 410
Washingtonbury, TX 64227",2020-05-28,Chưa vay,PQR Mortgage,1279404979.0456135
441,2871,Đất nền,4353039074.384325,"050 Olsen Mountain Apt. 070
Meganshire, MO 67837",2020-12-30,Đang vay,MNO Finance,1765651821.3438962
442,2256,Đất nền,3213541850.7981095,"8269 Gina Station Suite 624
Bethtown, IA 59205",2019-12-29,Đang vay,XYZ Credit,690497210.0077251
443,2314,Đất nền,3712868957.654278,"0233 Jacob Loop Apt. 971
Kiddberg, IA 35167",2023-06-17,Chưa vay,PQR Mortgage,580175016.5185461
444,2674,Căn hộ,1163988619.1139188,"2742 Martinez Highway Suite 881
Markmouth, KY 33246",2019-06-30,Đang vay,XYZ Credit,260528783.45033613
445,2409,Căn hộ,1119793934.691424,"42546 Alex Forge
Steveland, TX 25813",2020-04-22,Chưa vay,MNO Finance,833540384.6640773
446,2723,Căn hộ,1212481786.8625097,"9685 Kane Land
New Christopher, TX 44206",2020-05-24,Không vay,XYZ Credit,861369880.2971982
447,2116,Đất nền,3973534274.7656507,"613 Michael Club
Martinmouth, DC 95832",2021-07-05,Đã trả hết,PQR Mortgage,739344445.306833
448,2071,Nhà ở,4204931095.533546,"Unit 5236 Box 5474
DPO AA 24554",2023-07-12,Chưa vay,PQR Mortgage,1458014492.4911733
449,2570,Biệt thự,543984224.6794791,"605 Tran Place Apt. 184
Mcdonaldview, MD 64479",2018-09-17,Đang vay,PQR Mortgage,922129357.804753
450,2113,Căn hộ,569851838.7619492,"78210 Norris Point Suite 749
New Bryan, AR 52451",2021-01-31,Đã trả hết,XYZ Credit,1086112270.1485603
451,2302,Đất nền,1688524563.9259048,"2588 Austin Alley
Harperberg, NE 41271",2020-08-13,Đã trả hết,MNO Finance,646232520.7166224
452,2030,Nhà ở,3320915456.9684157,"9665 Megan Knolls
Christopherfurt, NV 54563",2019-07-12,Không vay,ABC Bank,491939547.2566283
453,2324,Biệt thự,3478000118.352655,"062 Webb Lane Apt. 657
Edwardchester, MP 36772",2018-10-19,Chưa vay,XYZ Credit,1378689976.428169
454,2114,Căn hộ,635567366.1533436,"3834 Johnson Prairie
Johnview, WY 12447",2019-12-04,Đang vay,ABC Bank,936429760.2928327
455,2747,Nhà ở,3017661232.6750917,"301 Perry Trace Apt. 243
East Rebeccaborough, AR 30769",2019-06-25,Không vay,XYZ Credit,1691471505.2474349
456,2973,Nhà ở,1507867568.155708,"78732 Joseph Rue
Samanthaview, MD 99274",2019-02-17,Chưa vay,ABC Bank,1755409238.1934497
457,2329,Nhà ở,2828547737.9428616,"36512 Nicholas Square Suite 003
Smithshire, KY 31039",2018-11-04,Đã trả hết,XYZ Credit,856949073.9333128
458,2557,Đất nền,2083639142.4032135,"9297 Murphy Loaf
Port Ronaldview, NC 20772",2021-05-05,Không vay,PQR Mortgage,1107172204.5863407
459,2547,Biệt thự,1755254241.8113678,"0674 Proctor Cliffs Apt. 605
Jessicaport, NM 20163",2018-09-21,Đang vay,PQR Mortgage,1169283011.172347
460,2137,Căn hộ,2866547816.361176,"PSC 7922, Box 9423
APO AE 43725",2019-04-09,Chưa vay,MNO Finance,375042059.39056075
461,2327,Biệt thự,683846380.2724047,"98236 Sarah Orchard
Lake Elizabethstad, IA 81418",2022-03-16,Không vay,PQR Mortgage,1680687187.2761197
462,2901,Nhà ở,4092086386.689009,"62424 Mueller Loop Apt. 766
Hernandezfurt, TX 58039",2022-04-18,Chưa vay,XYZ Credit,1155200251.0461688
463,2560,Biệt thự,2949339704.3808694,"20096 Hernandez Coves
South Jennifer, KS 61141",2020-09-13,Chưa vay,XYZ Credit,469173733.72620165
464,2724,Biệt thự,4807957901.418655,"671 Nicole Mall
Sarahtown, OR 39933",2018-09-10,Chưa vay,MNO Finance,462358677.52193654
465,2534,Căn hộ,1534505824.7125568,"85919 Katrina Shoal
East Brandiland, KS 35841",2020-12-04,Đang vay,PQR Mortgage,412934236.2282392
466,2674,Biệt thự,4499035751.613249,"2677 Martinez Hollow
West Nathaniel, OK 28213",2020-12-03,Chưa vay,XYZ Credit,1621642089.5454712
467,2859,Nhà ở,3686518610.583334,"11779 Shea Lodge
Rogerton, WV 16399",2021-04-29,Không vay,PQR Mortgage,1915849783.5167887
468,2965,Căn hộ,3048369047.111921,"60239 Reed Village Apt. 927
Kimberlytown, CT 82432",2023-03-26,Chưa vay,PQR Mortgage,1758447762.0235496
469,2065,Căn hộ,2020545849.780857,"82725 Rogers Walks
Michaelmouth, MA 64749",2020-04-03,Không vay,PQR Mortgage,1073202230.4453031
470,2377,Biệt thự,4176441061.2077827,"2955 David Brooks Apt. 911
Elliottview, WA 66137",2022-08-02,Đang vay,PQR Mortgage,593705166.052021
471,2414,Đất nền,2238202199.1120243,"233 Jennifer Rapids Apt. 954
Katieview, MP 71787",2023-06-09,Đang vay,PQR Mortgage,1814258359.9626582
472,2887,Nhà ở,1313908268.4439008,"2137 Lee Harbor Apt. 243
Boothstad, OK 93541",2022-12-20,Đã trả hết,ABC Bank,148957232.36368692
473,2897,Biệt thự,773734818.4135094,"8703 Oscar Court Suite 728
Port Matthewshire, PA 30741",2020-08-04,Không vay,ABC Bank,1288818282.1214318
474,2783,Căn hộ,2545962896.795163,"3955 Jones Hill Suite 729
Steventon, FM 77516",2018-09-04,Chưa vay,MNO Finance,1385853207.6361964
475,2284,Đất nền,1084073965.0521505,"2346 Cynthia Lane
West Paul, NJ 74324",2022-10-27,Đang vay,PQR Mortgage,1406178218.8121057
476,2734,Biệt thự,3782940559.7967906,"80918 Pearson Rapid
New Maria, VA 14705",2022-03-07,Không vay,PQR Mortgage,152632022.8338261
477,2514,Đất nền,1041877342.6893588,"61353 Sullivan Falls
Mirandaberg, MN 41537",2018-12-13,Đã trả hết,ABC Bank,1174447875.1754498
478,2333,Căn hộ,1485092836.0316517,"4653 Walker Creek Suite 413
Port Glennbury, ND 55264",2019-01-04,Chưa vay,XYZ Credit,965442755.8686225
479,2409,Biệt thự,4395833720.547056,"84575 Hall Turnpike
Hallshire, GU 53372",2019-03-01,Không vay,ABC Bank,1169116876.487854
480,2577,Nhà ở,4698148209.72702,"4273 Denise Islands Apt. 585
Gonzalezmouth, RI 05585",2023-07-09,Chưa vay,ABC Bank,135610728.93163335
481,2038,Đất nền,1899205452.154929,"88071 Jones Lakes
Lake Clinton, PR 68887",2021-08-28,Không vay,MNO Finance,132373924.284976
482,2895,Đất nền,1568898005.8914673,"251 Lee Mountains
New Jennafurt, RI 18901",2020-03-03,Đang vay,MNO Finance,1496537510.3435278
483,2943,Nhà ở,603110466.0193751,"34602 Hayes Course
East Andreamouth, AL 94727",2022-08-24,Đang vay,PQR Mortgage,390869343.9322039
484,2184,Căn hộ,865914879.5721304,"289 Brewer Ridges Apt. 998
East Vincent, PA 94087",2020-07-08,Chưa vay,XYZ Credit,708513442.4932877
485,2466,Căn hộ,671864850.5871692,"557 Alexa Mountain Apt. 987
Banksstad, RI 27160",2021-07-29,Không vay,XYZ Credit,1648586389.280686
486,2264,Biệt thự,1349859362.6376631,"67621 Mark Turnpike Apt. 228
Daltonburgh, NJ 47046",2018-12-15,Chưa vay,PQR Mortgage,880004615.0165355
487,2524,Biệt thự,1723409391.8802826,"95028 Morrow Meadows Apt. 430
Port Kristine, UT 86132",2019-04-12,Đã trả hết,ABC Bank,248768617.941029
488,2853,Biệt thự,1229006737.753903,"989 Holmes Heights
Solomonborough, IA 85035",2019-06-20,Không vay,XYZ Credit,1687063804.5094311
489,2522,Căn hộ,1702386893.020723,"951 Mercer Rapids Suite 990
Port Stephanieport, NC 25028",2022-10-14,Không vay,PQR Mortgage,642586728.3351326
490,2356,Biệt thự,4415528932.877111,"896 Watson Lane Apt. 468
Newmantown, GA 16483",2022-07-13,Không vay,MNO Finance,556264218.552284
491,2556,Căn hộ,1691292774.6047945,"1263 Sanford Spring
Marshallton, TN 80934",2022-01-19,Chưa vay,MNO Finance,1447101737.3025768
492,2400,Căn hộ,1687868732.8349154,"USS Green
FPO AP 61747",2023-01-04,Đã trả hết,PQR Mortgage,129848811.0510074
493,2841,Biệt thự,997319780.202503,"Unit 9508 Box 0919
DPO AP 20669",2022-02-06,Đang vay,ABC Bank,830287894.6653929
494,2177,Nhà ở,926655617.4156234,"8104 Sara Via
New Theresaberg, OR 19276",2021-11-11,Không vay,ABC Bank,210006670.77110183
495,2053,Biệt thự,4501319064.480455,"1143 Katie Lodge Apt. 148
New Laurahaven, OK 25793",2019-03-20,Đang vay,MNO Finance,1231437803.297348
496,2114,Đất nền,4543938949.205963,"PSC 0543, Box 1255
APO AP 57656",2019-01-10,Không vay,PQR Mortgage,651074602.1343156
497,2235,Biệt thự,3024618082.2902813,"1488 Christopher Ports Apt. 422
North Ryan, NH 49745",2020-03-02,Không vay,PQR Mortgage,1447445900.883997
498,2746,Biệt thự,3141920299.8236275,"PSC 2928, Box 0745
APO AP 92744",2019-11-08,Đang vay,XYZ Credit,1728317216.041714
499,2339,Đất nền,4852752906.785295,"04561 Caitlin Creek Apt. 449
West Philip, ID 98758",2021-08-31,Chưa vay,MNO Finance,1194199755.90056
500,2994,Căn hộ,1153893179.73378,"55168 Christy Wells
North Mary, AK 05501",2021-10-10,Chưa vay,XYZ Credit,1006793335.8152571
501,2722,Căn hộ,2113110864.7164803,"20027 Samantha Brooks
Benjaminfurt, ME 61630",2022-01-29,Đang vay,XYZ Credit,668189700.143345
502,2870,Căn hộ,3410330905.018739,"477 Allen Ports
Stephanieton, CA 85509",2022-07-31,Không vay,PQR Mortgage,766618692.4088382
503,2799,Nhà ở,2895006189.7814064,"510 Joel Stream Suite 097
Aprilfurt, KS 58263",2020-08-26,Chưa vay,MNO Finance,572698644.516895
504,2219,Biệt thự,2496489355.681121,"5165 Anna Island
South Ebony, AL 12999",2020-09-30,Đã trả hết,PQR Mortgage,1233624813.94859
505,2347,Biệt thự,4551519107.319895,"9579 Hicks Course
Knappshire, NV 26969",2021-08-16,Chưa vay,ABC Bank,1576226296.0119045
506,2940,Biệt thự,4764672106.45048,"552 Michael Tunnel
Dennisberg, MP 38993",2019-04-26,Chưa vay,ABC Bank,223769230.73641688
507,2188,Đất nền,1374082857.6785986,"7542 Nathan Squares Suite 741
South Karenville, OK 57530",2021-02-07,Không vay,PQR Mortgage,1455879068.5948043
508,2524,Đất nền,3641854646.6517897,"USCGC Mcmahon
FPO AE 42972",2022-12-05,Đã trả hết,PQR Mortgage,1751158004.2558408
509,2725,Biệt thự,2585115366.3274183,"3093 Pennington Extension
New Dannyfort, AR 99887",2022-07-15,Chưa vay,MNO Finance,355371339.64289176
510,2619,Nhà ở,3332440034.899602,"383 Nicholas Expressway
North Loritown, NJ 04753",2020-10-30,Không vay,ABC Bank,651780542.3997954
511,2790,Nhà ở,3625178939.058275,"960 Stephanie Ramp Apt. 002
South Andrew, AZ 25458",2023-07-01,Không vay,MNO Finance,1211145377.3011537
512,2781,Đất nền,4638490490.430277,"08823 Stacy Route Suite 602
Lake Cynthiafort, NM 68112",2022-11-14,Không vay,ABC Bank,1209176104.8488028
513,2700,Biệt thự,4344349854.358437,"752 Gallegos Vista Apt. 230
Josephshire, RI 51465",2021-10-08,Chưa vay,PQR Mortgage,871745765.1938012
514,2127,Nhà ở,551782590.2783043,"429 Graham Lock Suite 096
West Brentport, DC 01832",2019-04-02,Không vay,MNO Finance,433598796.78900796
515,2753,Nhà ở,1144253694.8458598,"869 Burch Land Suite 396
South Tammy, GU 17086",2022-07-23,Đã trả hết,PQR Mortgage,1665399801.180956
516,2171,Biệt thự,3753821125.7878456,"9892 Beverly Cove Apt. 944
East Timothy, MO 78731",2018-08-07,Đã trả hết,ABC Bank,1580276948.0314038
517,2401,Biệt thự,4609987334.60212,"73445 James Ramp Suite 604
South Paulburgh, AS 70986",2021-10-18,Đã trả hết,XYZ Credit,961148289.9407386
518,2592,Căn hộ,2764986135.2555976,"55409 Reid Springs
Crystalhaven, MP 69721",2022-07-26,Chưa vay,PQR Mortgage,594945742.5212138
519,2501,Nhà ở,4117006687.9555054,"661 Michael Mountains Suite 947
West Michael, GU 68456",2020-03-20,Đã trả hết,XYZ Credit,1700336978.6128144
520,2959,Đất nền,2246979234.619137,"39836 Natalie Point
Flowersburgh, RI 79421",2019-01-10,Chưa vay,MNO Finance,1934441897.3979232
521,2994,Nhà ở,4250909302.555951,"748 Justin Course Apt. 346
Fitzpatrickland, UT 12859",2021-02-28,Chưa vay,PQR Mortgage,1898725881.3347979
522,2478,Căn hộ,4021061912.696256,"954 Charlotte Street Suite 395
Nicoleland, TX 26441",2018-11-24,Chưa vay,XYZ Credit,251870880.3187065
523,2835,Nhà ở,3775255889.955884,"223 Joseph Park
Kaylaview, SD 25923",2019-07-29,Chưa vay,ABC Bank,579277824.52397
524,2151,Đất nền,1013200161.792671,"31443 Paul Station
Marthaview, KS 52606",2019-12-31,Không vay,XYZ Credit,402540492.40780115
525,2588,Biệt thự,4439262546.065571,"35476 Daniel Courts Apt. 899
Danielleberg, WY 49305",2019-03-27,Đang vay,MNO Finance,1674562904.6039407
526,2408,Căn hộ,1966895937.0665815,"3837 Joshua Courts Suite 430
New Stephanie, NV 23884",2022-04-30,Chưa vay,ABC Bank,1916784098.21414
527,2828,Đất nền,947417490.3903679,"133 Teresa Mountains
Lisaton, MD 70446",2021-02-17,Chưa vay,ABC Bank,1755299535.8349106
528,2049,Đất nền,2969334366.7124906,"918 Katherine Street
Hollyview, MO 44124",2022-12-09,Đã trả hết,PQR Mortgage,828120426.2580342
529,2832,Căn hộ,1877684093.1566923,"858 Adams Path Suite 009
Stanleybury, NV 85945",2021-09-06,Đang vay,ABC Bank,795469469.9977101
530,2727,Biệt thự,924815639.6267653,"769 Tiffany Ports Apt. 304
Ethanfurt, NM 93873",2020-02-04,Không vay,XYZ Credit,622090264.5311961
531,2383,Đất nền,3917601184.5385065,"0932 Kelly Courts
East Karistad, RI 08181",2022-01-29,Đang vay,MNO Finance,1852432910.940889
532,2145,Căn hộ,4730783382.540766,"512 Gutierrez Valleys Suite 751
Lake Derek, NJ 45747",2020-07-21,Chưa vay,XYZ Credit,1445197344.5409596
533,2495,Đất nền,3385174558.107531,"43022 Smith Landing
East Tashaport, LA 98116",2021-10-11,Không vay,MNO Finance,912131431.0288022
534,2639,Biệt thự,1003715374.5179663,"PSC 3957, Box 3980
APO AE 42333",2020-08-24,Chưa vay,MNO Finance,1463231918.0577655
535,2327,Căn hộ,4896522495.425917,"3342 Patricia Points
Susanburgh, AL 98848",2022-06-22,Đang vay,XYZ Credit,814677808.1307905
536,2263,Nhà ở,4990551901.7189245,"4999 Kenneth Mews
Rasmussenville, FL 84374",2021-10-30,Đang vay,PQR Mortgage,1552917243.6826837
537,2093,Đất nền,949792176.3853104,"556 Winters Forges Suite 348
Gomezstad, UT 87468",2019-01-05,Chưa vay,PQR Mortgage,869610464.350824
538,2118,Biệt thự,4204081314.288646,"USCGC Miller
FPO AP 08967",2023-01-06,Đang vay,XYZ Credit,509261934.592071
539,2375,Đất nền,2063043079.2363818,"5643 Mary Springs Apt. 521
West Raymondmouth, AK 93636",2020-10-26,Đã trả hết,XYZ Credit,158963173.7808147
540,2264,Biệt thự,4558684676.986862,"378 Vega Dale Apt. 357
Wyatttown, CT 56031",2022-04-05,Chưa vay,MNO Finance,131880080.90656021
541,2961,Căn hộ,3640413805.127117,"574 Fry Estate
Saundersfort, KS 42405",2022-01-10,Đã trả hết,XYZ Credit,238822341.03736377
542,2705,Đất nền,3596868436.3112926,"81037 Lopez Hills Apt. 142
Paulfurt, WA 81821",2021-07-12,Đã trả hết,XYZ Credit,300524781.85461915
543,2005,Biệt thự,2025749270.4636023,"USNS Lowe
FPO AP 58252",2022-07-31,Đã trả hết,PQR Mortgage,751809713.9830151
544,2603,Đất nền,4753586912.9851885,"1384 Patrick Rapid Suite 370
West Danaburgh, LA 40019",2019-01-20,Đã trả hết,MNO Finance,1265258979.369481
545,2952,Biệt thự,1503662550.8748522,"809 Green Shoal Suite 589
Lake Steven, CT 40957",2021-01-21,Không vay,MNO Finance,1568418909.887603
