,customer_id,credit_label,member_id,full_name,gender,date_of_birth,address,city,country,phone_number,email,occupation,education,marital_status,membership_level,join_date,expiry_date,membership_status,customer_points,total_redeemed_points,discount_rate,referral_code,age,membership_lifespan,num_day_since_last_active,num_active_last_7d,num_active_last_14d,num_active_last_30d,signup_in_latenight,most_active_hour,num_apply_lending,num_reject_lending_by_3pt,total_amount_spent,total_amount_spent_last_30d,total_amount_spent_last_60d,total_amount_spent_last_90d,total_amount_spent_last_180d,total_amount_spent_last_365d,total_tax_amount_spent,total_fee_amount_spent,num_completed_txn,num_canceled_txn,num_reject_txn,pct_reject2total_txn,top_rejected_reason,num_refunded_txn,top_refunded_reason,top_payment_method,top_payment_channel,is_ordering_shipping_address_same,prob_abuse_promotion,num_used_promotion,prob_abnormal_activity,num_select_promotion,num_interest_products,income_spending_ratio,income_stability,total_tax_amount,income_source,annually_income_segment,monthly_income,total_property_value,top_property_type,in_debt,monthly_bill_amount,total_annual_bill_amount,num_bill_overdue
2195,84843,Good,84843,Lưu Văn M**h,Nam,1990-12-22,"522/12/150/81/326, Lê Văn Phan, Phường 1, Quận 3, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,001-910-780-6716,crystalwoods@example.com,Lập trình viên,Đại học,Độc thân,VIP,2022-03-13,,Active,689,41,0.07,GY951,32,826,108,107,374,808,True,0,10,6,3484365000,923630000,973502000,696347000,122587000,213618000,71349000,3943820,292,82,4,0.8501923423108444,Khách hàng không hài lòng với trải nghiệm mua hàng,4,Vấn đề khác,Thanh toán bằng QR Code,Giao diện thanh toán trực tuyến trên website,False,0.41362839188683753,72,0.01,894,4,0.8074438141965411,Ổn định,9066000,Đầu tư,Từ 300 triệu tới 1 tỷ,599000000,1000000000,Đất đai,Không,14100000,480900000,11
2196,10704,Good,10704,Diệp Sơn K**i,Nữ,2001-07-07,"1285/445, Huỳnh Thúc Kháng, Phường 12, Quận Tân Phú, Hà Nội, Việt Nam",Hà Nội,Việt Nam,001-218-853-9087x76864,andrea41@example.net,Lập trình viên,Tiến sĩ,Độc thân,VIP,2020-01-24,2021-02-07,Expired,997,156,0.1,KX743,21,577,118,253,370,832,True,2,9,16,9666323000,794405000,377137000,833025000,566428000,152229000,65143200,2633700,114,81,3,0.9305798397549944,Sản phẩm không hoạt động đúng cách,9,Sản phẩm đã hết hạn sử dụng,Chuyển khoản ngân hàng,Ứng dụng điện thoại di động,True,0.06547384559228708,84,0.66,827,26,0.08226427464001751,Ổn định,2740000,Cho thuê,Trên 1 tỷ,875000000,1800000000,Căn hộ/Chung cư,Có,1900000,568524000,24
2197,26301,Good,26301,Khuất Vân T***h,Nam,2012-06-11,"535/60, Trường Sa, Phường 4, Hoàng Mai, An Giang, Việt Nam",An Giang,Việt Nam,933.664.4968x3251,jhayes@example.com,Lập trình viên,Sinh viên,Độc thân,VIP,2013-05-02,,Active,817,165,0.1,AF772,10,717,61,113,280,145,True,2,2,13,283756000,534621000,155832000,213180000,179651000,526353000,32656100,5562480,91,26,6,0.9349014671908499,Sản phẩm không hoạt động đúng cách,15,Sản phẩm gửi sai,Thanh toán qua cổng thanh toán trực tuyến,Cổng thanh toán của bên thứ ba,False,0.12212714137239244,41,0.69,836,33,0.6921676000736303,Ổn định,9807000,Đầu tư,Từ 300 triệu tới 1 tỷ,554000000,400000000,Căn hộ/Chung cư,Không,38600000,599136000,2
2198,78606,Good,78606,Cung Đức Đ*c,Nữ,1996-09-16,"1569/21/17, Huỳnh Thúc Kháng, Phường 6, Quận 10, An Giang, Việt Nam",An Giang,Việt Nam,001-472-286-7805x9065,cisneroschristian@example.com,Giám đốc,Trung học phổ thông,Độc thân,VIP,2018-03-21,,Active,607,574,0.05,QN410,26,20,211,268,292,450,True,20,12,5,8647477000,272415000,985669000,143521000,364661000,368212000,84114100,1874980,159,45,1,0.6723598554894742,Sản phẩm không như hình ảnh minh họa,3,Khách hàng không nhận được hàng,Chuyển khoản ngân hàng,Giao diện thanh toán trực tuyến trên website,True,0.725597344097263,32,0.48,255,14,0.8859081209234039,Rất ổn định,2234000,Freelancer,Từ 300 triệu tới 1 tỷ,687000000,900000000,Nhà ở chính,Không,30100000,309144000,16
2199,33893,Good,33893,Phan Phương T***h,Nam,1991-10-27,"735/82/179/84/89, Hòa Hảo, Phường An Lợi Đông, Quận Thủ Đức, Kon Tum, Việt Nam",Kon Tum,Việt Nam,001-349-487-7050x27949,diazsusan@example.org,Kỹ sư hạ tầng mạng,Đi làm,Độc thân,VIP,2019-08-17,,Active,654,311,0.1,DT573,31,588,52,1,515,400,False,4,14,7,7063761000,229091000,87840000,612366000,268813000,262871000,52108700,9402160,62,21,8,0.46507272252462095,Sản phẩm giao muộn so với hẹn giao,12,"Khách hàng đổi ý, không muốn mua nữa",Chuyển khoản ngân hàng,Cửa hàng trực tiếp,True,0.5932495509833339,45,0.67,538,41,0.2826445520602352,Tạm ổn,3732000,Đầu tư,Trên 1 tỷ,557000000,700000000,Bất động sản thương mại,Không,7200000,152256000,1
2200,50127,Good,50127,Đỗ Quang H***n,Nam,1997-02-24,"2030/556, Nguyễn Thị Minh Khai, Phường Bình Trưng Tây, Ba Vì, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,001-764-231-3694x498,carsonbeth@example.com,Nhân viên,Đi làm,Độc thân,VIP,2020-07-08,,Active,659,407,0.1,QG709,25,866,250,154,16,464,True,2,3,5,7897110000,962002000,832778000,782608000,235850000,696240000,29298200,4759250,165,27,14,0.24427909033700057,Sản phẩm không đáp ứng yêu cầu của khách hàng,15,Khách hàng không nhận được hàng,Chuyển khoản ngân hàng,Cổng thanh toán của bên thứ ba,True,0.4937653222041628,46,0.38,758,50,0.5386561858621791,Rất ổn định,9205000,Cho thuê,Dưới 300 triệu,459000000,900000000,Căn hộ/Chung cư,Không,31500000,158196000,12
2201,1806,Good,1806,Mộc Thùy T****g,Nam,2001-08-28,"222/67/6, Đồng Khởi, Phường Linh Đông, Đông Anh, Cần Thơ, Việt Nam",Cần Thơ,Việt Nam,326-744-7019x88346,danawilliams@example.org,Giáo viên,Không có,Có 2 bé,VIP,2022-01-23,,Active,834,734,0.1,XR328,21,727,229,72,375,979,True,0,18,6,6267135000,966270000,129774000,549948000,296039000,486919000,54087800,1979310,133,54,24,0.28973864168067953,Sản phẩm không đáp ứng yêu cầu của khách hàng,4,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán qua cổng thanh toán trực tuyến,Ứng dụng điện thoại di động,False,0.06032422261078796,6,0.57,734,25,0.5863523428370778,Rất ổn định,3571000,Đầu tư,Trên 1 tỷ,995000000,1500000000,Bất động sản thương mại,Không,45900000,251712000,18
2202,49662,Good,49662,Cao Mai T**i,Nam,1996-12-13,"2983/26/141/171/255O, Hoàng Văn Thụ, Phường An Lợi Đông, Quận 11, Hà Nội, Việt Nam",Hà Nội,Việt Nam,207.875.3865,vanessahughes@example.net,Bác sĩ,Đại học,Độc thân,VIP,2022-02-24,,Active,701,53,0.1,IN498,26,809,308,166,478,436,False,4,16,10,5810670000,199278000,386314000,355899000,59423000,835652000,86514300,4026310,195,17,2,0.5616806564507043,Sản phẩm không đáp ứng yêu cầu của khách hàng,9,Khách hàng không nhận được hàng,Chuyển khoản ngân hàng,Cổng thanh toán của bên thứ ba,True,0.2134172070849163,28,0.31,656,3,0.5543046451618134,Rất ổn định,3520000,Đầu tư,Từ 300 triệu tới 1 tỷ,953000000,400000000,Căn hộ/Chung cư,Không,21600000,224460000,5
2203,21965,Good,21965,Diệp Sơn K**i,Nữ,1956-10-03,"73/164, Cống Quỳnh, Phường Tam Phú, Nam Từ Liêm, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,9832212354,imacdonald@example.net,Kỹ sư phần mềm,Đi làm,Có gia đình,Loyalty,2022-02-28,,Active,154,67,0.05,LW988,66,850,280,93,176,423,True,22,7,10,9121146000,267752000,220905000,478516000,718686000,933026000,57965300,3668320,16,6,1,0.19928566424920635,Sản phẩm không đáp ứng yêu cầu của khách hàng,6,Khách hàng không nhận được hàng,Thẻ tín dụng,Cổng thanh toán của bên thứ ba,True,0.37867179951415764,78,0.83,195,31,0.504888047981765,Thất thường,3735000,Kinh doanh online,Từ 300 triệu tới 1 tỷ,22000000,1300000000,Căn hộ/Chung cư,Có,4200000,40176000,5
2204,12163,Good,12163,Lỗ Trâm T***g,Nam,2011-11-11,"1463/17/97c, Lê Quý Đôn, Phường 11, Quận 7, Quảng Bình, Việt Nam",Quảng Bình,Việt Nam,(495)928-1796x652,shawnescobar@example.net,Giáo viên,Trung học phổ thông,Có 2 bé,VIP,2018-08-18,,Active,561,333,0.05,HN106,11,320,76,127,103,821,False,3,10,1,908329000,344041000,943567000,79003000,129525000,875683000,14311100,5183420,22,30,22,0.007292115721513781,Sản phẩm không hoạt động đúng cách,10,Khách hàng không nhận được hàng,Tiền mặt khi nhận hàng (COD),Cửa hàng trực tiếp,False,0.8320465410715043,92,0.16,294,9,0.16321336813009213,Rất ổn định,6657000,Đầu tư,Từ 300 triệu tới 1 tỷ,569000000,700000000,Nhà ở chính,Không,26800000,205824000,17
2205,77530,Good,77530,Đồng Hiền H***n,Nam,1999-01-07,"1523/1, Võ Văn Kiệt, Phường 6, Chương Mỹ, Hà Nội, Việt Nam",Hà Nội,Việt Nam,(777)703-6950,duaneharrison@example.com,Kiến trúc sư,Đại học,Có gia đình,VIP,2021-08-03,,Active,544,151,0.1,VA488,24,509,37,142,57,7,False,6,19,13,3047514000,732556000,927578000,594686000,699560000,468097000,44553200,7036960,29,25,8,0.16337538514926275,Khách hàng không hài lòng với trải nghiệm mua hàng,10,Sản phẩm bị hỏng trong quá trình vận chuyển,Thẻ tín dụng,Ứng dụng điện thoại di động,True,0.6871178970840937,88,0.78,275,16,0.2652893135190135,Rất ổn định,1850000,Đầu tư,Dưới 300 triệu,850000000,800000000,Căn hộ/Chung cư,Không,7600000,47760000,14
2206,77230,Good,77230,Kỷ Nga N****n,Nữ,1943-03-02,"257/48/139, Trần Quang Khải, Phường Linh Tây, Quận Tân Phú, Trà Vinh, Việt Nam",Trà Vinh,Việt Nam,+1-853-378-9605,dustin22@example.com,Lập trình viên,Không có,Độc thân,VIP,2021-08-02,,Active,693,212,0.05,BP581,79,372,46,45,490,157,True,10,2,5,3758853000,426964000,254437000,753287000,254349000,413451000,73584600,6275180,168,19,63,0.2399546738973639,Sản phẩm không hoạt động đúng cách,1,Sản phẩm nhận không đủ số lượng,Thanh toán bằng QR Code,Giao diện thanh toán trực tuyến trên website,False,0.14910206370012002,90,0.63,931,5,0.5416768450921677,Rất ổn định,9907000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,885000000,900000000,Căn hộ/Chung cư,Có,7400000,72984000,6
2207,74542,Good,74542,La Đức T**y,Nam,1992-05-07,"1687/45/23, Trương Định, Phường 11, Quận 3, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,658.492.7989x5195,jay17@example.org,Nhân viên hỗ trợ kỹ thuật,Sinh viên,Có 1 bé,VIP,2020-08-13,2021-03-26,Expired,781,227,0.07,TM357,30,747,95,290,220,250,False,23,16,18,208973000,119251000,843444000,265354000,761844000,973505000,92084700,6135180,119,34,3,0.7937924207270488,Vấn đề khác,7,Khách hàng không nhận được hàng,Thanh toán bằng QR Code,Cửa hàng trực tiếp,False,0.1703615629221945,66,0.39,171,33,0.016557080201521357,Ổn định,3804000,Cho thuê,Dưới 300 triệu,976000000,1700000000,Nhà ở chính,Không,13200000,544740000,1
2208,74057,Good,74057,Cao Quyên H**i,Nữ,2011-05-04,"2819/71/182/105, Đặng Văn Ngữ, Phường Linh Xuân, Hoàng Mai, Hà Nội, Việt Nam",Hà Nội,Việt Nam,278.217.6631x4524,janethernandez@example.com,Nhân viên,Đại học,Độc thân,VIP,2019-01-02,,Active,724,127,0.1,UH317,11,516,42,146,559,177,True,1,15,1,5862570000,72631000,572584000,229326000,722926000,984191000,47388500,5263270,103,38,26,0.7473387406764395,Khách hàng không hài lòng với trải nghiệm mua hàng,3,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán qua cổng thanh toán trực tuyến,Giao diện thanh toán trực tuyến trên website,True,0.4209346016632427,64,0.65,471,34,0.6920461640298495,Rất ổn định,2870000,Đầu tư,Trên 3 tỷ,962000000,1100000000,Căn hộ/Chung cư,Không,25900000,31368000,21
2209,71606,Good,71606,Đỗ Hoàng Q***h,Nữ,1990-01-18,"2682/57/4X, Trần Hưng Đạo, Phường An Phú, Quận 7, Bình Dương, Việt Nam",Bình Dương,Việt Nam,+1-296-897-4900,robertmendoza@example.com,Lập trình viên,Đại học,Đã kết hôn,VIP,2013-09-14,,Active,881,407,0.1,NT558,32,830,117,30,78,345,False,0,3,3,9709579000,346886000,272521000,853803000,161941000,806197000,37460000,2572530,282,54,30,0.12358314697134198,Dịch vụ không chuyên nghiệp,9,Sản phẩm không đúng mô tả,Tiền mặt khi nhận hàng (COD),Cổng thanh toán của bên thứ ba,True,0.6635009353206159,94,0.02,595,44,0.35872911392924933,Ổn định,5274000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,769000000,1800000000,Nhà ở chính,Có,29000000,534132000,6
2210,1130,Good,1130,Đoàn Ngọc Đ*c,Nam,1996-07-30,"2371/21/102/67, Trương Quyền, Phường 9, Quận 1, Bình Dương, Việt Nam",Bình Dương,Việt Nam,(357)826-2340,xdavidson@example.com,Bác sĩ,Sinh viên,Độc thân,VIP,2021-11-22,,Active,581,549,0.1,PV674,26,337,318,36,320,434,True,2,16,6,7622685000,978030000,431787000,732624000,644945000,332910000,92460300,9331200,51,31,1,0.21515019888882259,Sản phẩm không đáp ứng yêu cầu của khách hàng,9,Vấn đề khác,Thẻ tín dụng,Cổng thanh toán của bên thứ ba,False,0.7451726942607798,30,0.4,458,16,0.9590035285157927,Ổn định,5734000,Kinh doanh truyền thống,Trên 1 tỷ,67000000,1400000000,Bất động sản thương mại,Có,1500000,196200000,13
2211,77570,Good,77570,Lâm Anh Q**n,Nam,1988-02-18,"710/944, Nguyễn Văn Giai, Phường 4, Quận 3, Hải Phòng, Việt Nam",Hải Phòng,Việt Nam,001-788-599-4415x58816,landryamy@example.net,Lập trình viên,Sinh viên,Độc thân,VIP,2020-07-20,,Active,768,424,0.1,EJ961,34,278,119,196,576,953,False,21,19,11,6713655000,257609000,257211000,253441000,840464000,756222000,68365500,1843130,245,86,1,0.95911281963887,Dịch vụ không chuyên nghiệp,12,Sản phẩm không đúng mô tả,Chuyển khoản ngân hàng,Điểm thanh toán tự động,True,0.14638845742409345,32,0.18,437,28,0.4932487705856089,Rất ổn định,3329000,Đầu tư,Trên 3 tỷ,717000000,1900000000,Bất động sản thương mại,Có,35100000,586968000,19
2212,53892,Good,53892,Mạc Hòa M**h,Nữ,1999-08-28,"9/37/25/22/144, Nguyễn Thị Minh Khai, Phường Cát Lái, Quận 4, Long An, Việt Nam",Long An,Việt Nam,+1-886-420-3476,myersandrew@example.org,Đầu bếp,Đại học,Độc thân,VIP,2020-07-03,,Active,934,297,0.05,UC875,23,834,204,132,325,691,False,14,15,16,9497584000,614261000,365061000,876642000,110566000,128570000,21832400,4482250,265,69,20,0.004583144785039517,Sản phẩm không như hình ảnh minh họa,1,Sản phẩm không đúng mô tả,Thẻ tín dụng,Điểm thanh toán tự động,True,0.2682419329096064,28,0.36,19,48,0.11276294971561707,Tạm ổn,8100000,Kinh doanh truyền thống,Dưới 300 triệu,319000000,1800000000,Bất động sản thương mại,Không,18700000,49236000,6
2213,39734,Good,39734,Tiêu Tuyến H***g,Nam,2001-03-03,"24/87/150/180f, Nam Kỳ Khởi Nghĩa, Phường Thảo Điền, Quốc Oai, Bình Định, Việt Nam",Bình Định,Việt Nam,357.361.7178x75776,whitakerdavid@example.org,Giáo viên,Không có,Ly hôn,VIP,2015-12-17,,Active,544,14,0.1,IN346,21,242,196,157,456,28,True,22,4,1,2921020000,327537000,753459000,509684000,10334000,572290000,19327700,6226190,243,46,3,0.3649956044916891,Sản phẩm không như hình ảnh minh họa,3,Sản phẩm không đúng mô tả,Thanh toán qua cổng thanh toán trực tuyến,Giao diện thanh toán trực tuyến trên website,True,0.8243999081289227,87,0.39,298,9,0.7676159968783672,Rất ổn định,6152000,Kinh doanh online,Từ 300 triệu tới 1 tỷ,567000000,1700000000,Đất đai,Có,15100000,317880000,23
2214,18661,Good,18661,Lư Hà V*,Nam,2011-05-07,"2663/26/73/278/66, Phan Đình Phùng, Phường 7, Quận 4, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,(459)745-0680x69320,terrenceguzman@example.net,Ca sĩ,Đi làm,Độc thân,VIP,2019-10-15,2022-09-04,Expired,793,105,0.1,LI682,11,807,326,242,181,216,False,22,11,13,6256260000,763865000,95416000,301676000,120024000,584591000,15008900,4369660,111,31,16,0.17716915365837627,Khách hàng không hài lòng với trải nghiệm mua hàng,13,Sản phẩm đã hết hạn sử dụng,Tiền mặt khi nhận hàng (COD),Ứng dụng điện thoại di động,False,0.33309923675232245,24,0.83,765,2,0.15509433966609631,Rất ổn định,221000,Cho thuê,Từ 300 triệu tới 1 tỷ,840000000,1400000000,Đất đai,Không,5900000,531372000,13
2215,59881,Good,59881,Vương Thanh L**h,Nam,2010-06-02,"534/66/150/142W, Hai Triều, Phường Thủ Thiêm, Tây Hồ, Hà Nội, Việt Nam",Hà Nội,Việt Nam,450-627-4131x35695,olsondavid@example.org,Lập trình viên,Đi làm,Ly hôn,VIP,2013-07-03,,Active,1000,358,0.05,AY739,12,581,211,206,321,887,False,2,11,18,4450025000,351074000,763541000,956879000,86086000,206508000,93114200,4238470,265,93,2,0.9733201324150272,Sản phẩm giao muộn so với hẹn giao,9,Vấn đề khác,Thẻ tín dụng,Ứng dụng điện thoại di động,True,0.6663422539510934,55,0.7,124,38,0.9796232817386135,Rất ổn định,4463000,Cho thuê,Dưới 300 triệu,88000000,400000000,Đất đai,Không,35800000,316884000,16
2216,18649,Good,18649,Cù Quỳnh N**t,Nữ,1999-01-23,"1203/222, Nguyễn Du, Phường Cát Lái, Quận 9, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,+1-718-482-4943x354,yzimmerman@example.com,Nhân viên,Đại học,Có gia đình,VIP,2017-10-17,,Active,816,641,0.07,EF327,23,787,315,139,100,911,False,3,11,2,8239557000,540118000,505798000,918677000,673817000,351224000,93574400,2686050,171,34,2,0.9303646302896835,Sản phẩm không đáp ứng yêu cầu của khách hàng,11,Sản phẩm gửi sai,Tiền mặt khi nhận hàng (COD),Ứng dụng điện thoại di động,False,0.8563549749768045,99,0.07,379,43,0.9827368645877592,Ổn định,5071000,Đầu tư,Dưới 300 triệu,954000000,500000000,Đất đai,Không,6800000,397368000,16
2217,64078,Good,64078,Lại Thái H*u,Nữ,2005-06-01,"728/99/38O, Võ Thị Sáu, Phường An Phú Đông, Đống Đa, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,825.588.2473x7878,benjamin63@example.net,Kỹ sư,Không có,Có gia đình,VIP,2019-12-16,,Active,843,517,0.05,TF126,17,111,287,71,74,417,False,21,17,6,2052621000,39013000,925099000,633622000,90156000,997076000,42212900,4002520,291,26,10,0.2610145076058791,Vấn đề khác,2,Sản phẩm gửi sai,Thẻ tín dụng,Cổng thanh toán của bên thứ ba,False,0.3201141218943975,67,0.88,579,34,0.8114002292297559,Ổn định,1676000,Cho thuê,Dưới 300 triệu,642000000,800000000,Nhà ở chính,Không,44700000,12240000,10
2218,57591,Good,57591,Thi Thành Q***n,Nữ,2005-09-16,"2610/461, Nguyễn Đình Chiểu, Phường 2, Quốc Oai, Bình Phước, Việt Nam",Bình Phước,Việt Nam,+1-204-298-1001x7485,floresedgar@example.net,Giám đốc,Sinh viên,Độc thân,VIP,2020-10-25,,Active,907,722,0.05,VB432,17,689,58,218,40,251,False,0,14,12,6460762000,399929000,766885000,865524000,264110000,955652000,76523200,7627910,224,19,7,0.7231695910785126,Dịch vụ không chuyên nghiệp,9,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán qua cổng thanh toán trực tuyến,Cổng thanh toán của bên thứ ba,False,0.39153055053755215,99,0.77,160,35,0.3640268561684791,Rất ổn định,7028000,Kinh doanh online,Từ 300 triệu tới 1 tỷ,682000000,1500000000,Đất đai,Có,39900000,584388000,13
2219,44408,Bad,44408,Trình Đạt T***h,Nam,1999-05-18,"130/10/25h, Phan Văn Hân, Phường 6, Chương Mỹ, Hậu Giang, Việt Nam",Hậu Giang,Việt Nam,618.882.4487,virginiashields@example.com,Kỹ sư phần mềm,Đi làm,Độc thân,VIP,2021-09-07,,Active,593,311,0.07,BG671,23,143,249,30,486,556,False,23,10,3,6689751000,957725000,838599000,124104000,265357000,70585000,63989600,5434930,10,41,9,0.5086836467961943,Dịch vụ không chuyên nghiệp,6,Sản phẩm nhận không đủ số lượng,Thanh toán bằng QR Code,Giao diện thanh toán trực tuyến trên website,True,0.23812109383705093,87,0.65,867,9,0.416680439269419,Thất thường,9170000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,492000000,1200000000,Nhà ở chính,Không,34300000,176748000,20
2220,38116,Good,38116,Cung Công Q***g,Nam,1995-01-09,"2919/104, Đường Số 9, Phường 4, Quận 9, Quảng Trị, Việt Nam",Quảng Trị,Việt Nam,901-613-9330x88435,castillomargaret@example.com,Lập trình viên,Không có,Độc thân,VIP,2015-07-18,,Active,632,407,0.07,HJ789,27,633,246,255,510,472,True,11,3,17,2107678000,479337000,990260000,923263000,41363000,713450000,81343400,445130,197,80,7,0.3622284633354881,Sản phẩm không hoạt động đúng cách,8,Sản phẩm bị hỏng trong quá trình vận chuyển,Thẻ tín dụng,Cửa hàng trực tiếp,False,0.8823694214469192,63,0.81,736,5,0.8056216690209969,Rất ổn định,4835000,Đầu tư,Dưới 300 triệu,880000000,700000000,Đất đai,Không,6100000,478308000,8
2221,72481,Good,72481,La Đan H*a,Nam,2012-06-21,"1572/55/18/179/18, Đinh Tiên Hoàng, Phường An Lợi Đông, Phú Thọ, Hà Nội, Việt Nam",Hà Nội,Việt Nam,689.721.3013x7318,josehernandez@example.net,Lập trình viên,Đại học,Đã kết hôn,VIP,2021-10-06,,Active,782,310,0.05,XT475,10,887,205,209,34,563,True,19,17,19,2772805000,146647000,269964000,575336000,653987000,556814000,29904600,6381990,296,79,16,0.7680542581182924,Sản phẩm không hoạt động đúng cách,5,Sản phẩm không đúng mô tả,Tiền mặt khi nhận hàng (COD),Điểm thanh toán tự động,True,0.7665578123227252,93,0.59,899,32,0.6067038157136309,Rất ổn định,9530000,Đầu tư,Trên 1 tỷ,536000000,1200000000,Bất động sản thương mại,Không,400000,396540000,17
2222,88262,Good,88262,La Hiền T*m,Nam,2002-10-22,"1157/2/80E, Bà Huyện Thanh Quan, Phường 3, Quận Gò Vấp, Hà Nội, Việt Nam",Hà Nội,Việt Nam,+1-275-537-7833x53600,njohnson@example.com,Người mẫu,Đại học,Độc thân,VIP,2013-03-31,,Active,539,251,0.07,SB342,20,638,120,250,97,488,True,5,3,17,7570932000,532856000,520550000,163348000,219176000,37049000,41366900,2481420,128,19,1,0.6304888053898186,Sản phẩm không đáp ứng yêu cầu của khách hàng,14,Sản phẩm không đúng mô tả,Thanh toán bằng QR Code,Giao diện thanh toán trực tuyến trên website,False,0.7689966051506864,77,0.16,358,0,0.09105503340484344,Tạm ổn,9796000,Kinh doanh online,Trên 3 tỷ,742000000,1700000000,Căn hộ/Chung cư,Có,33900000,248940000,3
2223,96357,Good,96357,Huỳnh Yến H**n,Nam,1995-11-26,"2801/91/77, Trương Định, Phường 10, Hoàn Kiếm, Bình Dương, Việt Nam",Bình Dương,Việt Nam,910-554-7093,ekirk@example.net,Nhân viên,Sinh viên,Độc thân,VIP,2019-08-02,,Active,700,247,0.1,UO480,27,376,281,30,442,405,False,0,19,18,5412380000,698323000,501745000,217038000,154837000,856660000,49933200,7654420,132,71,5,0.9196852499200525,Dịch vụ không chuyên nghiệp,11,Sản phẩm không đúng mô tả,Chuyển khoản ngân hàng,Cửa hàng trực tiếp,False,0.6964286367160369,6,0.7,251,21,0.24546019879945435,Rất ổn định,6925000,Làm thuê,Dưới 300 triệu,346000000,800000000,Bất động sản thương mại,Có,8400000,180912000,8
2224,47026,Good,47026,Điền Linh Đ*c,Nam,1991-11-21,"1770/99/58b, Nguyễn Văn Trỗi, Phường Thủ Thiêm, Quốc Oai, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,(950)814-1724,nicholas62@example.com,Kỹ sư phần mềm,Sinh viên,Có gia đình,VIP,2013-07-18,,Active,517,251,0.1,KC271,31,233,330,39,301,532,False,21,3,17,596434000,54570000,369196000,457374000,676011000,72088000,95260500,2711650,50,70,3,0.8964834178001154,Sản phẩm không đáp ứng yêu cầu của khách hàng,4,Khách hàng không nhận được hàng,Chuyển khoản ngân hàng,Điểm thanh toán tự động,False,0.6463274508213969,56,0.5,64,26,0.7000461739076776,Rất ổn định,1687000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,337000000,1400000000,Đất đai,Có,37400000,348864000,14
2225,93643,Good,93643,Nguyễn Quyên B**h,Nam,2008-05-23,"562/408, Trần Quang Diệu, Phường Linh Trung, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,(839)851-2201x53184,lisa75@example.com,Kỹ sư,Đi làm,Độc thân,VIP,2016-07-08,,Active,705,528,0.07,DN179,14,475,71,243,38,157,True,1,2,1,7917618000,195650000,517861000,830934000,438992000,688671000,35941000,3114670,138,14,1,0.13387519355262067,Dịch vụ không chuyên nghiệp,9,Sản phẩm không đúng mô tả,Thanh toán bằng QR Code,Cửa hàng trực tiếp,True,0.9349440884029193,19,0.52,596,23,0.44212209431838223,Rất ổn định,5091000,Đầu tư,Trên 3 tỷ,381000000,1300000000,Căn hộ/Chung cư,Không,7700000,144132000,1
2226,84687,Good,84687,Đồng Diễm H**i,Nam,1999-09-14,"1791/41/13, Cô Bắc, Phường Tam Bình, Phú Thọ, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,+1-977-502-9694,nealdonna@example.org,Giám đốc,Trung học phổ thông,Có 1 bé,VIP,2015-07-06,,Active,539,240,0.1,RT487,23,633,325,13,498,635,True,21,8,4,9185110000,208037000,543966000,479372000,996876000,412661000,64905000,2978910,285,98,69,0.16007501149049275,Sản phẩm giao muộn so với hẹn giao,9,Vấn đề khác,Thanh toán bằng QR Code,Cửa hàng trực tiếp,True,0.8505092568029776,21,0.25,493,6,0.9784365447369746,Rất ổn định,1430000,Kinh doanh online,Trên 3 tỷ,816000000,1600000000,Căn hộ/Chung cư,Có,31000000,357468000,24
2227,73886,Bad,73886,Vũ Huyền T***h,Nữ,2004-07-22,"1703/47, Trường Sa, Phường 7, Hoài Đức, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,001-326-277-0747x0399,timothyevans@example.net,Diễn viên,Đại học,Có 1 bé,VIP,2021-12-11,,Active,748,228,0.05,IT842,18,792,43,165,196,923,False,1,15,18,5052530000,108570000,979405000,814942000,494283000,871326000,11250800,4870540,287,33,35,0.08312039242696334,Sản phẩm không đáp ứng yêu cầu của khách hàng,13,Sản phẩm đã hết hạn sử dụng,Thanh toán qua cổng thanh toán trực tuyến,Cổng thanh toán của bên thứ ba,True,0.6336622526765852,69,0.71,748,17,0.6752005454006217,Thất thường,6711000,Freelancer,Từ 300 triệu tới 1 tỷ,4000000,1700000000,Đất đai,Có,13700000,457164000,15
